Key,"BMV: AC *","BMV: ALFA A","BMV: ALSEA *","BMV: AMX L","BMV: ASUR B","BMV: BIMBO A","BMV: CEMEX CPO","BMV: CHDRAUI B","BMV: FEMSA UBD","BMV: GAP B","BMV: GMEXICO B","BMV: GRUMA B","BMV: ICH B","BMV: KIMBER A","BMV: LAB B","BMV: LIVEPOL C-1","BMV: MEXCHEM *","BMV: OHLMEX *","BMV: PE&OLES *","Transaction Cost","Expected Return","Standard Deviation",Rebalanced,Return,"Accumulated Return"
09/04/2015,0.32297316074199,-0.0162267452393431,-0.167932505525622,-0.00680871831473948,0.34978764093805,-0.180159336111194,-0.0225804796009291,0.0652694291349851,0.152171573420261,-0.133936815838218,-0.00724077876004604,0.397661548151319,-0.182091647718443,0.00357875419877272,0.148088749876365,0.032661054863065,0.15583544129176,0.0575894614586198,0.0313602138146011,0.00243395405499832,0.375355223544177,0.0200628106320243,True,0,0
09/11/2015,0.25003271044034,0.0115555880476627,-0.111952105277374,0.0690508063361796,0.231248434518555,-0.128572103284871,0.00739368706856956,0.0563785011102615,0.113588599658622,-0.0924696690686945,0.0188254458661164,0.287920720958937,-0.0949027236136466,0.0124829378032063,0.121615008814989,0.0595945546614469,0.128349693302302,0.0376356836833854,0.0222242289740034,0.000863487273951849,0.379535754765747,0.0176789024824297,True,-0.0180263218034543,-0.0204602758584527
09/18/2015,0.195761581787156,0.0229654316031945,-0.0788149599374632,0.102274921462569,0.204520141813286,-0.0988554342617371,0.017241500498645,0.0242513002851462,0.162889407302628,-0.0633460777154901,0.0301326048755596,0.261690500417709,-0.0755985772114407,0.0375843659979605,0.0760655546770513,0.062813681826839,0.121234018238019,0.0389944697542101,-0.0418044325174612,0.000512101265733353,0.382632833142088,0.0170632221310918,True,-0.0146376350775469,-0.0356442409705242
09/25/2015,0.210491911114742,0.0330742016487791,-0.0889662483733406,0.0836653344717227,0.241128378933363,-0.135312754509227,0.01361443055869,0.00708778334916503,0.171038847403715,-0.0839630044297014,0.0248720538171684,0.303375854080549,-0.0939069862579455,0.0360182177798134,0.0808533156272531,0.0661614018354151,0.155849818134476,0.0462600614349111,-0.0713426166195468,0.0003225980044826,0.382126698342797,0.0174612188358041,True,0.00334186133303675,-0.0329153455529484
10/02/2015,0.161983375663823,0.0581355162457063,-0.104829702647133,0.0269543692888299,0.192080281948925,-0.119089040737983,-0.00491721756248855,0.00119491882432416,0.187131213438113,0.000865418124684993,0.00798460607181918,0.314162994008764,-0.130959429659061,0.0580327486080724,0.0741952921344617,0.137233681854961,0.159608065909165,0.0341026198823169,-0.0538697113973146,0.000534621841459807,0.378301872748756,0.0167186617417414,True,0.0201482765661509,-0.0137422360519592
10/09/2015,0.242101458278866,0.0198709230811602,-0.124553511842248,-0.0749996590647551,0.120633596977605,-0.0570435361135288,-0.0316129429801585,0.0124433062283241,0.0861423073039295,0.0200231358564905,-0.0420881932622418,0.409069226960064,-0.0626624844653509,-0.0244331915296557,0.16979326649551,0.197700552024359,0.194464876925319,-0.028216996883042,-0.0266321339419169,0.00110786420699588,0.37075913395132,0.0181871664934581,True,0.0381781306230843,0.0233839667461642
10/16/2015,0.131970270881518,0.00520684842552966,-0.0947445783209464,0.0479536200109875,0.0682614557145953,-0.0498496885537734,0.0246181834817134,0.0442057448735033,0.090285324393211,0.0475940420145316,-0.0249129192231465,0.246646539561859,-0.0612225222568907,-0.00101057047510443,0.0815880710453021,0.341173192456595,0.106355991713317,-0.0307107980496978,0.0265917923066642,0.00103679594503715,0.371389200021163,0.0150424423482811,True,-0.00146273562926942,0.02075325608881
10/23/2015,0.143521336263732,0.00208444433945796,-0.0953440128186691,0.0505233144103462,0.0809536332805176,-0.0714067753155508,0.0024230554434506,0.076199760563639,0.115893325606372,0.0280050593885002,-0.00935439265670625,0.244593319739946,-0.0656504301796667,0.0288078672102662,0.0641717970021885,0.290889985942262,0.118958100596119,-0.026810650926871,0.0215412605626661,0.000292588350564231,0.371802375861844,0.0149115415923667,True,-0.000443948047098612,0.0192417818374035
10/30/2015,0.124227889877074,-0.0105822910011944,-0.0682634999769628,0.10323046795571,0.088827098613483,-0.0432001058728138,-0.0167832244661558,0.086087841532668,0.139933870211061,0.0114628482097146,0.037533214865713,0.204809399808666,-0.0531872319282269,0.0410035096787879,0.0524420593806196,0.20709413597937,0.0870413379597604,-0.0148422066996085,0.0231648837021512,0.000469869885313419,0.366462506913415,0.0154754755254502,True,0.0260453141019594,0.0454900359194255
11/06/2015,0.135297311872954,0.0248711431591249,-0.0983497559663697,0.150914867510006,0.0496573994040782,0.0758217397925723,-0.0649971349337246,0.0242714853805488,0.188486262632968,0.0733801444008134,0.103377440320865,0.252290243816683,-0.0188604823673617,-0.0427598421287954,-0.0143072972812246,0.236624467742262,0.101163566790872,-0.0108776191833907,-0.166003941259953,0.00103793551237318,0.360969357428445,0.0136140911109833,True,0.0260230280465363,0.0722056081632572
11/13/2015,0.116645455461561,0.0197905762209466,-0.0456209564019624,0.155654699795645,0.0550278521288005,0.0549975527338638,-0.0438024185214488,0.0410726967188738,0.138763937736064,0.0480759004187269,0.0746142025365777,0.153588485432013,-0.0223919292906871,-0.0294435848892503,0.00828669959389753,0.234816371176751,0.0622252778677793,0.0235757925888702,-0.0458766113103237,0.000582652016030083,0.352393093550616,0.0142023943335202,True,0.0390653806970545,0.112978848154393
11/20/2015,0.101919229508743,0.027832297202766,-0.0447003185366337,0.173578518982952,0.0513350833855657,0.0587112515612466,-0.027867557764278,0.0262047129629702,0.156582165003641,0.0613709051887489,0.0855487347093421,0.142536451738056,-0.0183244270450363,-0.0201641828150264,-0.00394447925344093,0.200265487833231,0.0644766238199947,0.0187049626914594,-0.0540654614134667,0.00020836150643879,0.352121903162684,0.0143693327637053,True,0.00233953257133775,0.114934219051185
11/27/2015,0.0670148450861518,0.0267828012140239,-0.019684713811165,0.167376866060651,0.0386244608765344,0.0303522182929966,0.0098868832946734,0.037306365622972,0.180996380508068,0.0642194412760692,0.0690371811138833,0.116347101096329,0.00574184980164969,0.0228199078410769,-0.013074952765743,0.154668039349411,0.0593251549550805,0.00911994691778548,-0.0268597767322314,0.000390781002203005,0.349989697307137,0.0142711070656178,True,0.00971430630848731,0.1255327221954
12/04/2015,0.0695168490281372,0.0305219537423845,-0.0265664565305546,0.160360816458288,0.0249566063928838,0.0262450493832973,0.00121896965188308,0.0364393134932405,0.171910147350412,0.0849322694003865,0.0653741381230742,0.128193274884671,0.0135617494847607,0.0241700466645332,-0.0146187257037947,0.176538164976927,0.0626906444324552,0.0160241687944233,-0.0514689809176606,0.000160220068630673,0.346956441332281,0.0138923479188406,True,0.0134686569791529,0.140252299544271
12/11/2015,0.0803064948861029,-0.000230507332508356,-0.0333741615968324,0.130706890182463,0.0133678011313843,0.0173284505627864,-0.0340431121810794,0.0639744205651702,0.183923113851313,0.0845952933563928,0.0602621943942246,0.140037866830348,-0.00493115973451386,0.0261644200669504,-0.00232594742613045,0.23242913243617,0.0661128549571847,0.00697122036923394,-0.0312752667124357,0.000311952710995028,0.357814730204284,0.0141293465986494,True,-0.0430518274233522,0.0909796630235209
