Fecha,BMV: AC *,BMV: ALSEA *,BMV: AMX L,BMV: ASUR B,BMV: BIMBO A,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GMEXICO B,BMV: GRUMA B,BMV:OMA B,BMV:WALMEX *,BMV:AUTLAN B,BMV:GISSA A,BMV: Bachoco B,BMV:VITRO A,BMV: GAP B,BMV:GFNORTE O,BMV:HERDEZ *,MXN
10/23/2015,102.15,55.86,14.35,261.97,47.28,10.75259,166.39,41.71,250.69,87.7,44.07,9,31.8,81.67,39.59,145.8,91.01,47.67,1
10/30/2015,105.51,54.27,14.76,255.84,46.86,9.6801,163.01,40.26,254.83,84.94,43.75,9.16832,32.4,75.35,47.9,149,88.53,45.91,1
11/6/2015,104.5,56.81,14.28,268.65,47.39,9.67086,167.53,39.75,259.5,87.92,46,9.0297,32.18,76.32,53.79,155.54,94.85,46,1
11/13/2015,103.63,55.94,13.36,258.73,46.91,8.62611,160.74,37.95,257.58,84.33,46,8.9802,32.27,71.59,54.99,154.41,90,45.5,1
11/20/2015,106,59.1,14.12,265.08,49.25,9.45821,165,37.78,255.88,87.72,46.1,8.92079,31.97,72.21,53.29,160.1,94.02,45.97,1
11/27/2015,104.12,60.15,13.77,257.98,47.04,9.62463,164.65,36.97,249.98,85.21,44.9,8.9802,31.98,70.8,52.29,156.45,89.53,44.76,1
12/4/2015,98.9,59.28,13.19,247.71,46.42,9.22707,158.25,35.63,244,78.89,43.2,8.65347,31.97,70.01,49.98,147.3,89.46,41.95,1
12/11/2015,99.08,55.45,12.6,242.51,45.4,8.35799,158.27,35.71,229.96,77.93,42.54,8.23762,32,66.83,51.48,150.77,88.81,45,1
12/18/2015,104.12,58.41,12.73,244.8,46.41,8.3395,159.71,36.89,243.07,80.15,43.73,7.9505,32,70.09,50.99,160,95.74,45.16,1
12/25/2015,104.01,58.4,12.46,249.54,46.41,8.98669,163.52,37.93,240.51,80.47,43.8,7.9703,32.05,69.47,51.56,158.25,93.12,45.97,1
1/1/2016,104.68,59.85,12.12,243.89,45.95,8.71856,161.63,36.79,241.75,83.61,43.49,7.83168,31.97,70.14,53.66,152.05,94.99,44.77,1
1/8/2016,101.01,56.67,10.9,230.28,46.69,7.19305,152.96,34.29,247.43,79.79,41.24,7.66337,30,68.29,53.44,144.01,89,44.69,1
1/15/2016,102.11,59.46,11.39,222.69,47.25,7.31324,156.58,34.52,249.48,77.93,44.15,6.81188,29.99,68.62,52.37,145.24,85.49,43.99,1
1/22/2016,104.03,62.23,11.99,233.51,47.4,7.43343,161.78,34.89,251.75,81.44,44.15,6.25743,30.89,66.7,52.2,144.49,85.2,42.49,1
1/29/2016,108.91,64.44,12.85,248.29,50.69,7.58136,172.1,35.27,273.99,84.3,45.75,6.23762,30,65.5,52.99,152.81,94.5,43.62,1
2/5/2016,106.67,63.64,13.05,245.69,50.37,8.5429,165.74,34.82,275.34,82.5,47.4,6.28713,30.99,70.38,54,149.48,89.29,42.91,1
2/12/2016,107.13,62.79,12.09,250.37,50.7,7.85873,167.75,35.04,275.52,85.77,45,5.9604,30.97,69.71,53.45,150.91,85.88,42.26,1
2/19/2016,109,63.24,11.91,250.17,52.94,8.57064,176.06,37.14,285.59,86.51,42.52,6.0297,30,71.25,56.9,148.4,92.01,40.72,1
2/26/2016,111.8,65.79,12.23,255.79,51.97,9.18084,170.55,38,288,85.77,42.01,5.79208,29.49,73.4,57.34,145.42,89.84,38.72,1
3/4/2016,112.25,68.05,13.14,250.69,52.49,9.77256,169.82,39.66,284.89,91.72,43.62,6.51485,30.9,75.09,58.5,141.4,95.36,36.87,1
3/11/2016,111.7,63.78,13.47,252.21,50.39,9.93898,163.75,42.66,258.99,91.63,41.9,7.41584,30.94,75.49,57.86,146.65,95.01,37.69,1
3/18/2016,117.99,66.53,13.07,258.89,51.14,11.08543,163.65,42.67,268.4,94.28,41.84,7.07921,31.78,75.64,57.93,149.54,98.98,37.12,1
3/25/2016,119.57,65.37,13.42,258.21,51.4,11.11317,163.44,43.15,266.08,94.57,40.14,6.9703,32.2,74.97,57.5,150.4,96.83,36.55,1
4/1/2016,119.93,65.38,13.65,256.48,50.56,11.60318,169.21,41,277.41,99,41.75,7.0297,31.66,75.25,57.5,154.31,98,38.51,1
4/8/2016,117,65.91,13.5,261,49.23,11.43676,162.56,38.53,278.55,103.77,40.24,6.92079,31.69,75.56,56.87,162.46,93.51,40.4,1
4/15/2016,116.98,67.13,13.53,263.35,49.25,11.89904,161.39,42.16,264.39,100.21,41.47,7.0198,31.57,76.79,57.8,158.75,94.1,40.79,1
4/22/2016,118.1,67.13,13.6,251.86,50.07,12.24112,163.9,41.71,249.47,102.07,40.14,7.67327,31.95,73.96,57.98,157.81,95.68,41.29,1
4/29/2016,118.79,65.96,12.19,264.96,52.41,12.27885,160.38,43.76,251.41,99.92,42.64,6.70297,32.49,72.3,59.49,162.43,97.83,38.29,1
5/6/2016,120.34,69,11.51,270.65,53.39,11.72115,161.64,40.67,265.6,103.62,43.72,7.0297,33,70.59,62.49,170.56,96.59,37.74,1
5/13/2016,120.97,70.33,11.66,282.37,54.4,11.5,164.81,40.94,258.6,105.5,42.7,6.82178,32.89,74.79,62.12,184.14,97.89,39.15,1
5/20/2016,121.74,71.18,11.5,285.43,55.37,11.39423,161.32,40.92,265,103.49,42.94,6.90099,32.5,77.49,60,184.32,95.96,39.93,1
5/27/2016,126.87,70.62,11.52,289.99,55.35,11.54808,169,41.6,267.4,106.38,44.41,6.83168,32.68,75.85,61.57,185.32,98.31,39.11,1
6/3/2016,122.94,70.48,11.35,290.71,54.49,11.46154,172.1,41.16,269.97,106.13,44.19,7.0297,32.56,75.5,60.15,184.16,98.18,39.46,1
6/10/2016,122.11,71.02,11.29,287.28,53.73,11.25,170.74,39.7,261.55,106.83,42.49,7.55446,32.3,75.33,59.69,181.44,97.01,39.57,1
6/17/2016,125.94,69.24,11.25,286.06,55.61,11.5,169.84,41.83,257.98,105.95,43.45,7.13861,31.71,74.52,58.28,185.46,96.3,40.1,1
6/24/2016,127.28,69.53,11.03,287.28,55.66,10.79808,167.27,40.54,253.99,107.5,43.23,7.15842,31,74.22,55.86,186,96.5,39.72,1
7/1/2016,132.51,69.81,11.43,285.91,58,10.875,166.17,42.62,264.25,108.3,44.47,7.10891,30.43,78.55,58.99,190.09,104.19,41.2,1
7/8/2016,128.95,69.91,11.35,283.77,56.89,11.125,166.49,41.47,269.99,107.76,44.37,7.12871,30.73,80,58.38,190.56,102.24,40.93,1
7/15/2016,129.43,69,11.38,286.75,58.65,12.02885,169.15,44.24,271.32,109.89,44.98,7.0495,30.8,81.31,58.78,192,101.23,40.9,1
7/22/2016,128.73,69.55,11.63,296.8,59.08,12.25962,176.77,43.99,276.4,115.38,45.84,7.12871,31.4,82.2,60.65,196.9,101.75,40.74,1
7/29/2016,120.7,66.99,10.79,288.65,56.02,13.75,167.99,45.24,269.94,116.71,42.83,6.80198,32.58,81.4,61.37,184.56,102.72,38.73,1
8/5/2016,123.65,67.97,10.81,289.49,55.4,14.16346,167.79,47.43,269.86,115.34,43.8,7.23762,32.9,82.65,61,184.64,104.19,39.01,1
8/12/2016,123.7,66.67,11,289.72,55.47,15.28846,176.08,48.99,261.9,117.5,44.45,7.37624,32.9,83.46,61.5,188.79,108.3,41.78,1
8/19/2016,119.06,67.65,11.05,296.37,55.23,15.19231,180.17,48.27,262.77,119.68,43.73,7.22772,32.59,82.33,60.95,195.39,105.1,42.71,1
8/26/2016,117.41,67.53,10.99,285.99,53.45,14.91346,172.08,46.34,254,116.1,42.9,7.10891,33.24,80.29,61,187.09,103.2,41.36,1
9/1/2016,117.77,67.59,11.05,293.03,53.22,14.91346,173.54,46.06,250.74,118.93,42.94,7.0297,33.67,83.9,61,186.31,104.99,41.42,1
9/2/2016,118.32,67.98,10.95,293.17,54.8,15.10577,172.74,46.7,251.57,119.82,43.23,7.0297,33.7,84.33,61.57,187.8,105.91,41.53,1
9/9/2016,117.35,66.69,10.9,282.34,53.47,14.17308,169.33,44.8,245.41,118.22,41.44,7.0198,33.41,79.96,60.79,181.56,103.92,41.88,1
9/16/2016,115.78,67.04,11.44,282.31,53.55,14.73077,182.26,46.36,256.11,110.15,43.2,6.20792,33,81.91,59.48,179.63,103.11,42.05,1
9/23/2016,115.75,67.3,11.43,282.43,53.55,14.75962,182.13,46.43,256.14,110.47,43.15,6.21782,33,82.06,59.48,179.7,103.25,42.08,1
9/30/2016,115.5,65.9,11.09,284.99,51.41,14.80769,178.79,47.42,254.38,114.3,42.55,6.09901,35.5,80.98,62.4,184.33,101.88,42.2,1
10/7/2016,118.04,67.13,11.25,291.8,51.8,15.02885,179.79,47.25,251.97,112.98,41.61,6.83168,35.3,81.92,61.96,187.3,106.4,42.12,1
10/14/2016,118.2,68.51,11,293.25,51.93,15.31731,183.61,47.53,256.33,113.14,41.35,6.88119,37.99,82,62.07,187.96,107.14,43.86,1
10/21/2016,117.81,69.71,11.2,302.18,51.66,16.34615,183.45,47.8,266.99,113.99,41.6,6.82178,38.24,82.19,61.48,194.53,112.85,45.5,1
10/28/2016,116.39,70.63,12.45,303.07,51.41,15.83654,180.62,46.35,264.71,111.45,39.69,7.24752,37.8,81.85,62.15,183.29,111.54,45.13,1
11/4/2016,113.45,68.4,11.86,288.37,49.9,15.23077,171.91,47.38,253.6,107.56,39.97,7.64356,36.8,79.28,62,177.09,109.53,44.99,1
11/11/2016,107.09,58.03,11.62,282.67,50.12,14.80769,169.46,55.81,248.54,97.03,38.2,8.51485,33,79.66,57,163.02,94.75,42.25,1
11/18/2016,107.47,59.96,11.61,306,46.81,15.26923,161.31,52.92,247.01,100,37.89,10.0396,32.59,79.27,55.25,174.9,91.63,41.37,1
11/25/2016,108.8,60.01,12.12,308.5,48.59,16,165.44,58.5,251.5,98.79,37.64,11.23762,36,79.96,56,181.92,97,41.3,1
12/2/2016,107.4,58.57,12.17,291.31,45.55,15.52885,158.92,59.01,245.03,91.86,37.51,10.57426,34.6,79.64,56.99,164.6,96.12,41.09,1
12/9/2016,108.87,58.04,13.17,307.63,47.52,17.20192,162.12,63.26,246.88,95.75,39.74,11.77228,34.7,80.7,57.25,176.5,100.09,41.2,1
12/16/2016,108.39,58.95,12.42,298.28,45.67,15.70192,156.3,57.25,259.72,89.7,37.44,13.79208,34.38,84.42,57.79,170.25,100.8,39.85,1
12/23/2016,107.45,58.88,12.87,295.93,44.6,15.46154,156.5,56.77,258.24,89.5,37.5,15,34.54,84.45,64.12,167.34,99.99,37.99,1
12/30/2016,108.16,59.43,13.04,299.38,46.95,15.95192,157.98,56.55,263.4,89.38,37.15,15.05941,36.06,84.95,64.5,170.73,102.42,37.76,1
1/6/2017,105.3,57.64,13.45,302.47,47.44,16.375,160.31,58.41,274.9,88.77,36.65,15.69307,35.18,86.41,63.99,166.17,97.45,37.28,1
1/13/2017,110.3,54.48,13.53,304.65,46.58,16.47115,162.33,61.96,268.93,86.9,36.14,16.88119,34.82,86.39,63.75,162.7,99.13,36.42,1
1/20/2017,112.83,50.99,13.48,299.86,45.52,18.23077,162.21,60.97,273.62,86.25,35.14,15.89109,34.95,85.27,63,162.23,98.56,36.12,1
1/27/2017,115.19,59.71,13.38,301.34,47.57,18.63462,160.49,61.72,285.57,88.8,35.88,14.9901,34.99,82.95,65,165,102.67,37.38,1
2/3/2017,112.33,57.99,12.87,304.97,47.57,18.05769,160.8,64.06,282.7,88.22,38.42,15.59406,34.6,83.5,65,163.48,102.31,37.6,1
2/10/2017,110.47,58.64,13.3,319.36,48.37,17.59615,163.68,64.91,283.39,94.38,38.54,14.82178,35,80.76,64,172.62,101.91,37.21,1
2/17/2017,107.99,58.3,12.98,320.67,47.77,17.03846,163.49,64.39,282.72,95.39,39.97,16.0396,34.89,79.64,67,176,100,37.21,1
2/24/2017,111.03,56.96,12.57,310.89,46.9,16.28846,164,62.21,267.17,92.8,40.19,16.06931,35.89,80.94,70.5,168.9,99.59,37.38,1
3/3/2017,114.96,56.87,13.08,315.28,46.98,16.63462,164.92,63.11,267.8,97.67,39.12,16.08911,36.7,80.71,70.23,174.34,99.6,36.77,1
3/10/2017,120.29,57.51,12.31,320.89,46.51,16.31731,169.09,59.31,261.34,96.88,39.08,16.21782,36.49,82.8,74.99,174.85,101.21,37.33,1
3/17/2017,123.6,60.06,13.39,320.9,47.4,16.77885,171.45,59.3,261.96,97.91,41.84,16.80198,36.4,82.95,74.99,175.53,104.39,39.19,1
3/24/2017,125.79,64.05,13.29,333.21,47.53,16.08654,170.86,60.13,264.37,101.31,42.07,17.34653,36,85.19,74.4,183.6,110.93,39.65,1
3/31/2017,130,62.54,13.29,324.94,46.62,16.30769,166.22,56.25,264.56,101.41,43.2,18.41584,37.98,85.07,74.4,182.37,107.74,38.79,1
4/7/2017,132.19,64.56,13.45,336.95,46.98,16.78846,173.56,56.93,262.75,104.88,43.17,18.25743,37.79,84.67,74.57,188.99,109.4,39.81,1
4/14/2017,138.25,64.36,13.74,342.91,46.95,16.01923,170.93,56.48,259.35,103.45,42.7,17.79208,38.22,84.27,71.32,188.71,110.21,40.21,1
4/21/2017,137.97,64.37,13.75,343.99,47.04,16.00962,171.12,56.59,260,103.49,42.75,17.75248,38.32,84.53,72.08,189.09,110.11,40.25,1
4/28/2017,139.1,66.95,14.49,357.74,46.18,16.68269,169.98,55.1,251.77,104.56,42.4,18.29703,37.85,84.01,72.48,193.91,108.9,41.86,1
5/5/2017,139.89,69.21,14.6,378.53,45.16,16.75,169.93,53.45,248.1,106.72,43.47,17.51485,37.35,85.79,79.12,196.5,108.06,41.49,1
5/12/2017,132.99,70.4,14.48,360.78,45.92,16.33,172.04,53.66,242.7,100.75,43.04,15.40594,38.47,85.34,78.28,201.63,108.55,40.85,1
5/19/2017,130.28,68.09,14.8,360.71,45.45,15.98,171.29,53.26,244.01,100.39,42.39,15.88119,39.2,84.7,75.93,201.19,109.26,39.59,1
5/26/2017,137.99,69.39,15.1,367.53,44.87,15.56,176.01,53.41,242.95,103,43.95,16.28713,39.49,87.15,76,198.27,109.35,38.97,1
6/2/2017,139.5,67.89,14.91,366.49,46.5,15.95,176.6,50.92,244.98,101.2,42.74,16.61386,39.79,85.79,76.08,190.95,109,39.36,1
6/9/2017,132.74,69.11,14.76,365.1,45.96,16.82,172.54,50.57,241.67,100.15,42.3,16.26733,39.8,84.6,75.98,183.88,108.34,38.69,1
6/16/2017,132.99,69.94,14.3,368.41,47.29,16.63,174.42,50.01,236.31,102,43.58,16.05941,41.5,85.41,76.34,189.66,113.84,39,1
6/23/2017,136.94,69.86,14.22,373.49,46.12,16.56,174.66,48.3,235.5,105.45,41.64,17.20792,40.78,85.07,75.85,197.82,113.58,38.6,1
6/30/2017,136.89,68.83,14.59,382.98,45.74,17.09,178.73,50.99,236.99,109.48,42.08,16.9901,41.79,86.75,76.19,204.43,115.15,38.89,1
7/7/2017,136.69,69.65,14.74,371.99,44.9,17.84,175.69,53.62,235.79,107.39,41.69,16.51485,41.41,86.16,76.25,201.57,117.23,38.72,1
7/14/2017,136.07,69.8,14.89,390.06,46.24,18.03,181.3,55.78,235.95,112.27,41.98,17.34,41.3,85.84,75.92,204.69,120.99,39.78,1
7/21/2017,135.1,69.49,15.43,394.21,46.64,17.92,181.99,55.39,251.48,114,41.64,17.19,41.39,87.98,80,206.84,121.52,39.69,1
7/28/2017,135.27,67.34,15.93,382.4,45.14,17.15,180.33,58.4,249,112.42,41.65,16.43,41,88.15,80.99,203.51,117.6,39.75,1
8/4/2017,132.85,70.55,15.94,375.99,43.95,17.54,177.16,58.51,243,114.06,43.04,16.86,40.67,90.09,80.23,205.05,121.19,41.95,1
8/11/2017,131.21,68.03,16.1,358.13,43.65,16.5,178.49,55.64,240.18,108.34,43.93,16.27,40.39,90.1,80.15,196.64,122.77,41.31,1
8/18/2017,133.94,67.97,16.65,357.89,42.97,16.35,178.91,57.69,251.42,107.36,44.24,16.4,40.1,94.07,78.99,195.5,121.51,41.6,1
8/25/2017,130.2,65.92,16.64,357.81,44.35,16.15,176.69,59.74,264,108.29,43.73,16.09,39.45,92.96,78.99,196,125.27,44.18,1
9/1/2017,130.77,64.07,16.5,364.72,43.4,16.86,177.79,59.13,263.8,107.05,42.98,16.29,38.7,94.17,78.3,197.35,122.67,45.56,1
