Fecha,BMV: AC *,BMV: ALSEA *,BMV: AMX L,BMV: ASUR B,BMV: BIMBO A,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GMEXICO B,BMV: GRUMA B,BMV:OMA B,BMV:WALMEX *,BMV:AUTLAN B,BMV:GISSA A,BMV: Bachoco B,BMV:VITRO A,BMV: GAP B,BMV:GFNORTE O,BMV:HERDEZ *,MXN
6/9/2017,132.24,69,14.74,364.14,45.78,16.8,172.12,50.55,241.27,99.88,42.21,16.21782,39.72,84.55,75.8,183.54,108.1,38.65,1
6/16/2017,132.04,69.83,14.27,364.77,45,16.61,173.93,50,233.99,101.78,43.57,15.9901,41.12,84.93,75.74,187.66,113.14,38.71,1
6/23/2017,136.59,69.71,14.2,372.66,46.1,16.54,174.42,48.29,235.49,105.41,41.57,17.12871,40.5,85,75.8,197.57,113.19,38.59,1
6/30/2017,136.53,68.8,14.55,382.83,45.46,17.08,178.63,50.94,236.77,109.31,42.04,16.90099,41.41,86.63,75.81,204.37,115.12,38.69,1
7/7/2017,136.31,69.54,14.72,370.99,44.87,17.82,175.5,53.6,234.8,107.16,41.66,16.30693,41,86,75.84,200.95,117.01,38.11,1
7/14/2017,135.42,69.73,14.87,390.02,46.17,18.01,180.97,55.66,235.75,112.16,41.89,17.21,41.06,85.62,75.6,204.37,120.57,39.57,1
7/21/2017,134.76,69.45,15.42,392.35,46.52,17.88,181.65,55.36,251.01,113.81,41.58,17.1,41.25,87.5,79.8,206.22,121.21,39.57,1
7/28/2017,134.87,67.21,15.9,381.76,45.1,17.12,179.82,58.22,248.99,111.98,41.62,16.31,40.79,87.76,77.8,203.2,117.52,39.56,1
8/4/2017,132.23,70.45,15.91,375.04,43.92,17.51,176.99,58.5,242.78,113.81,42.93,16.84,40.54,89.77,79.79,204.8,120.82,41.65,1
8/11/2017,130.58,67.92,16.08,357.02,43.51,16.49,178.19,55.61,240.04,108.26,43.82,16.15,40.38,89.68,78.99,196.04,122.34,41.02,1
8/18/2017,133.71,67.88,16.64,356.96,42.92,16.34,178.78,57.63,251.3,107.01,44.07,16.32,40,93.55,78.05,195.2,121.41,41.47,1
8/25/2017,130.18,65.8,16.63,357.21,44.25,16.13,176.48,59.57,263.87,108.16,43.59,16.04,39.01,92.8,77.64,195.84,125,44,1
9/1/2017,130.7,63.87,16.48,364.14,43.37,16.84,177.32,59.02,263.6,106.85,42.9,16.2,38.21,93.79,78,197.18,122.27,45.07,1
