Fecha,Fecha del pronostico,BMV: AC *,BMV: ALFA A,BMV: ALSEA *,BMV: AMX L,BMV: ASUR B,BMV: BIMBO A,BMV: CEMEX CPO,BMV: CHDRAUI B,BMV: FEMSA UBD,BMV: GAP B,BMV: GMEXICO B,BMV: GRUMA B,BMV: ICH B,BMV: KIMBER A,BMV: LAB B,BMV: LIVEPOL C-1,BMV: MEXCHEM *,BMV: OHLMEX *,BMV: PE&OLES *,BMV: ACCELSA B,BMV:ACTINVR B,BMV:AEROMEX *,BMV:CIDMEGA *,BMV:CIE B,BMV:ARA *,BMV:AUTLAN B,BMV:AXTEL CPO,BMV:AZTECA CPO,BMV: Bachoco B,BMV:BOLSA A,BMV:CERAMIC B,BMV:CMOCTEZ *,BMV:CMR B,BMV:CULTIBA B,BMV:CYDSASA A,BMV:DINE B,BMV:ELEKTRA *,BMV:FINAMEX O,BMV:FINDEP *,BMV:FRAGUA B,BMV:GBM O,BMV:GCARSO A1,BMV:GCC *,BMV:GENTERA *,BMV:GFAMSA A,BMV:GFINBUR O,BMV:GFINTER O,BMV:GFNORTE O,BMV:GFREGIO O,BMV:GIGANTE *,BMV:GISSA A,BMV:GMD *,BMV:HERDEZ *,BMV:IDEAL B-1,BMV:INVEX A,BMV:KUO B,BMV:LAMOSA *,BMV:MASECA B,BMV:MEDICA B,BMV:MEGA CPO,BMV:MFRISCO A-1,BMV:OMA B,BMV:PAPPEL *,BMV:PASA B,BMV:PINFRA *,BMV:POCHTEC B,BMV:PROCORP B,BMV:RASSINI A,BMV:RCENTRO A,BMV:SANMEX B,BMV:SARE B,BMV:SIMEC B,BMV:SORIANA B,BMV:SPORT S,BMV:TLEVISA CPO,BMV:VALUEGF O,BMV:VASCONI *,BMV:VITRO A,BMV:WALMEX *,BMV:AUTLAN B2,MXN
9/30/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
10/7/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
10/14/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
10/21/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
10/28/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
11/4/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
11/11/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
11/18/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
11/25/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
12/2/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
12/9/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
12/16/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
12/23/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
12/30/2016,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
1/6/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
1/13/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
1/20/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
1/27/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
2/3/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
2/10/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
2/17/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
2/24/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
3/3/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
3/10/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
3/17/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
3/24/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
3/31/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
4/7/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
4/14/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
4/21/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
4/28/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
5/5/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
5/12/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
5/19/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
5/26/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
6/2/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
6/9/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
6/16/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
6/23/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
6/30/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
7/7/2017,9/1/2017,130.75,24.63,64.01,16.49,364.01,43.37,16.84,37.39,177.5,196.88,59.18,263.76,85.76,34.64,22.76,162.21,49.06,24.74,470.32,10.31,13.1,36,46.9,17.7,6.16,16.29,4.23,3.41,94.02,30.41,51,74.94,8,16,26.19,11,782.86,43.85,3.18,219,13.15,72.75,92.54,27.41,10.4,30.32,111.24,122.51,115.6,37,38.7,29.98,45.62,33.7,60,41.8,39.5,25,39.48,76.89,12.49,106.94,25.5,24.53,195.24,6.99,9,40.13,12.5,36.94,0.093,62.75,44.75,17.9,91.09,93.5,23.95,78.39,42.98,16.29,1
