Fecha,BMV: AC *,BMV: ALFA A,BMV: ALSEA *,BMV: AMX L,BMV: ASUR B,BMV: BIMBO A,BMV: CEMEX CPO,BMV: CHDRAUI B,BMV: FEMSA UBD,BMV: GAP B,BMV: GMEXICO B,BMV: GRUMA B,BMV: ICH B,BMV: KIMBER A,BMV: LAB B,BMV: LIVEPOL C-1,BMV: MEXCHEM *,BMV: OHLMEX *,BMV: PE&OLES *,BMV: ACCELSA B,BMV:ACTINVR B,BMV:AEROMEX *,BMV:CIDMEGA *,BMV:CIE B,BMV:ARA *,BMV:AUTLAN B,BMV:AXTEL CPO,BMV:AZTECA CPO,BMV: Bachoco B,BMV:BOLSA A,BMV:CERAMIC B,BMV:CMOCTEZ *,BMV:CMR B,BMV:CULTIBA B,BMV:CYDSASA A,BMV:DINE B,BMV:ELEKTRA *,BMV:FINAMEX O,BMV:FINDEP *,BMV:FRAGUA B,BMV:GBM O,BMV:GCARSO A1,BMV:GCC *,BMV:GENTERA *,BMV:GFAMSA A,BMV:GFINBUR O,BMV:GFINTER O,BMV:GFNORTE O,BMV:GFREGIO O,BMV:GIGANTE *,BMV:GISSA A,BMV:GMD *,BMV:HERDEZ *,BMV:IDEAL B-1,BMV:INVEX A,BMV:KUO B,BMV:LAMOSA *,BMV:MASECA B,BMV:MEDICA B,BMV:MEGA CPO,BMV:MFRISCO A-1,BMV:OMA B,BMV:PAPPEL *,BMV:PASA B,BMV:PINFRA *,BMV:POCHTEC B,BMV:PROCORP B,BMV:RASSINI A,BMV:RCENTRO A,BMV:SANMEX B,BMV:SARE B,BMV:SIMEC B,BMV:SORIANA B,BMV:SPORT S,BMV:TLEVISA CPO,BMV:VALUEGF O,BMV:VASCONI *,BMV:VITRO A,BMV:WALMEX *,BMV:AUTLAN B2,MXN
8/24/2012,130852.3729,113270.2459,11981.6609,1283108.223,33792,144481.6398,115766.5172,32667.15425,393282.8493,27809.75944,320119.2,20483.0668,31653.64046,86167.65423,29020.90965,145373.2596,114984.2485,30201.96385,222399.6064,1451.662541,5799.75,15278.37585,861.48361,3635.650265,4762.563471,3573.083433,2969.052458,25340.6304,0,15234.17769,3311.841483,26409.354,727.0997004,19856.60406,6166.887241,2129.70868,140019.6313,1722.181069,2924.597087,20663.391,12000,97660.04251,14262.44802,22792.0616,6284.78443,242546.4768,13470.00231,159239.342,15707.91071,21276.46508,6031.117477,703.8440227,13564.8,62430.62343,5426.948158,11902.02919,5306.656055,13913.83575,2958.762,24320.29203,125920.0901,11710.40173,2308.069819,1413.112716,25482.73801,2064.678618,250.84171,946.80629,2270.007612,95009.52874,804.1992777,0,72234,1204.37085,144876.361,12320,1542.104227,5719.78506,639584.3073,3597.353734,0
8/31/2012,133445.9014,108039.6053,12227.63773,1290727.631,33246,134981.2195,106083.1027,30874.26824,397862.979,27624.00723,304549.2,20229.42398,31636.20524,84023.70967,27714.60295,143870,108190.2367,28858.99115,214108.2623,1451.662541,5852,14468.92547,861.48361,3663.616806,4502.314101,3597.353734,2906.41422,24504.89701,0,15370.46166,3318.348048,27289.6658,747.0886956,19856.60406,6156.03882,2182.951397,126383.5433,1722.181069,3058.140333,20663.391,12000,99400.2918,14299.02693,21946.68332,6153.027943,238412.9195,13706.31814,156494.2372,15606.25199,22370.11515,6136.006477,740.6788584,13543.2,63976.52458,5426.948158,12504.43251,5306.656055,13959.756,2958.762,24887.67955,128541.8344,11347.19568,2308.069819,1439.28147,25920.79551,2064.678618,250.84171,946.80629,2270.007612,203591.8473,783.5787834,0,70776,1220.429128,144093.502,12160,1542.104227,5650.454332,624499.7717,3716.006117,0
9/7/2012,133864.7321,113208.2225,11891.03786,1280822.401,34071,143117.7181,113916.964,31057.41251,401512.7698,28611.14755,323856,19158.48763,32551.55425,89036.75652,28696.94559,144460.5662,112229.9235,30082.5885,231378.5836,1451.662541,5747.5,14078.65475,861.48361,3747.516427,4801.600877,3716.006117,3044.218343,25758.4971,0,15915.59754,3318.348048,26409.354,747.0886956,21286.27956,6329.649375,2182.951397,123657.2749,1835.827384,3024.754522,20662.40703,12000,96515.14166,14299.02693,22725.75742,6557.08117,231145.859,13706.31814,160309.4676,14737.23397,22370.11515,6649.213368,732.7145696,13780.8,61865.77493,5426.948158,12504.43251,5235.90285,13978.1241,2927.941563,24775.9214,129992.7027,11107.71916,2305.170234,1452.365847,26193.68378,2307.216167,250.84171,946.80629,2270.007612,217164.6371,769.8317872,0,73620,1196.341711,143808.826,12160,1543.829176,5636.588186,636212.4699,3856.235127,0
9/14/2012,145527.556,118278.636,12137.01469,1251868.652,33705,145422.2755,115331.266,30999.57747,415968.8039,27772.609,337635.45,19987.05418,33772.01959,95405.53301,29229.91872,148299.2471,111605.6028,30231.80769,246256.1009,1451.662541,5799.75,14461.69824,861.48361,3758.703043,5322.099617,3856.235127,3307.29894,26176.36379,0,15808.94052,3318.348048,26057.22928,749.58732,21286.27956,6496.029356,2182.951397,127738.373,1792.117363,2871.179789,20931.03111,12280,99468.98585,13966.49142,23322.49503,6482.41916,237279.5247,13706.31814,167218.7568,15242.24822,22668.38335,7623.18265,732.7145696,13858.56,64184.62666,5426.948158,12413.15928,5129.76752,13941.3879,2958.762,24827.50208,134930.7454,11271.36145,2513.940368,1454.982722,25852.57344,2325.872901,250.84171,934.3483125,2302.552524,217164.6371,769.8317872,0,73638,1202.765022,146323.464,12160,1535.204432,5407.796784,650942.0752,3942.528016,0
9/21/2012,146929.0279,117074.3482,12104.64932,1242725.363,32931,146080.7205,118704.1987,31703.23704,422588.5225,27204.73796,323311.05,19795.41294,33248.96301,90644.71494,26303.79171,149440.1138,111917.7537,31186.8105,245767.2057,1451.662541,5841.55,14382.19865,861.48361,3758.703043,5244.024806,3942.528016,3983.791905,25728.64947,0,15731.91045,3318.348048,24666.33664,749.58732,22239.39655,6691.346988,2182.951397,120250.0324,1792.117363,2804.408166,20176.32536,12280,98667.55525,14465.29469,24466.24212,6254.04125,236146.13,14060.79189,161356.3296,15576.73818,22668.38335,7840.45272,721.7636725,14368.32,62460.3523,5465.99095,12321.88605,5129.76752,13941.3879,2958.762,24930.66345,136661.6058,11482.89904,2505.241613,1458.908036,25339.11261,2481.345689,250.84171,934.3483125,2302.552524,232094.7059,776.7052853,0,74394,1196.341711,141056.958,12160,1526.579688,5445.928684,652184.3311,3888.59462,0
9/28/2012,147380.0763,122806.3447,12972.0413,1252630.593,34119,150689.8353,116528.207,31558.64946,424234.5066,28791.59255,330706.8,20528.15886,33340.49792,96950.43424,26011.17901,152647.9625,112652.2542,31007.74747,252031.4236,1451.662541,5878.125,14447.24376,862.1462897,3775.482968,5231.012337,3888.59462,3996.319553,26474.84,0,15725.98506,3318.348048,24868.80835,762.080442,23827.92488,6691.346988,2182.951397,125294.4596,1792.117363,2791.053841,20466.5968,12900,101071.847,14189.29021,25013.2516,6192.554889,240146.3468,14415.26563,169265.9536,15907.94882,23861.45616,7641.912828,715.7904559,14307.84,63590.04929,5465.99095,12435.97759,5129.76752,14143.437,2959.994818,25790.3415,138392.4661,11546.75944,2743.007599,1473.30085,25375.01896,2400.499839,250.84171,934.3483125,2302.552524,237998.8695,790.4522815,0,75402,1190.721314,144164.671,12160,1526.579688,5425.129466,642601.2144,3648.590733,0
10/5/2012,153662.5367,120738.8978,13250.3835,1286917.927,35829,150219.5175,126646.8728,32792.46348,436257.3468,28908.35108,334677.15,21277.8143,35105.81386,97297.2488,26857.66575,156339.0017,111715.7825,32410.40785,255314.5733,1451.662541,5867.675,14367.74417,889.3161574,3635.650265,5270.049743,3648.590733,3933.681315,26683.77335,0,17100.67554,3318.348048,25529.0422,762.080442,24781.04187,6872.193236,2182.951397,132706.8728,1792.117363,2804.408166,20220.60405,13600,105811.7366,14930.8444,26704.00817,6917.215568,244213.2338,14415.26563,180479.0088,15904.66951,23861.45616,7604.452471,706.830631,14999.04,65254.86592,5465.99095,12550.06913,5129.76752,14005.67625,2958.762,27062.66501,138672.4582,11610.61985,2983.673171,1478.534601,24175.7468,2624.380653,250.84171,934.3483125,2229.326472,244310.2168,783.5787834,0,75384,1190.721314,144781.469,12160,1535.204432,5567.257458,656443.494,3621.624035,0
10/12/2012,158076.3678,121720.9351,13832.96021,1267107.467,35118,147820.8965,123600.3785,33322.61795,428993.5475,29486.83654,324556.65,20629.61599,33972.52461,97833.23494,26742.71076,156701.3947,118344.5435,32917.75309,254988.6431,1451.662541,5799.75,13897.97387,889.3161574,3635.650265,5087.875184,3621.624035,3921.153668,26265.90666,0,17248.81029,3318.348048,26409.354,762.080442,24145.63054,7671.537642,2182.951397,129154.8937,2096.340305,2730.959381,20171.4055,13780,103659.323,14727.99774,25560.26108,7119.242181,234879.3947,14415.26563,179199.5108,16524.45972,23861.45616,7866.67497,703.8440227,15167.52,64303.54213,5465.99095,12828.45248,5306.656055,13867.9155,2958.762,27079.85858,138952.4503,11510.83797,3256.23418,1481.151476,24552.7635,2817.16691,250.84171,921.890335,2229.326472,254625.537,776.7052853,0,73728,1202.765022,146109.957,12160,1534.341958,5823.781152,670108.3086,3635.106022,0
10/19/2012,166920.1389,126884.238,13903.2144,1291489.571,38166,153323.6152,125993.9959,33534.67974,441159.5168,32140.43954,324945.9,21413.09047,35716.04653,104233.54,26878.56666,160432.6998,118766.8742,31947.82836,266177.5855,1451.662541,5852,14635.15189,888.9471074,3635.650265,5413.186896,3635.106022,4747.978403,25639.10661,0,16995.06474,3318.348048,28125.96201,762.080442,24145.63054,7676.961853,2182.951397,127586.5182,2185.508852,2677.542082,20347.53631,13800,112452.1615,14797.8302,26505.09564,7211.471722,244679.9258,14415.26563,171429.4684,16567.09079,23861.45616,8143.881612,720.7681364,15638.4,66295.37631,5544.076535,12782.81586,5306.656055,14125.0689,2958.762,28283.40785,139639.7037,11941.8957,3302.627543,1577.975866,24391.18491,2580.848273,250.84171,921.890335,2522.23068,248382.0537,762.9582891,0,79074,1243.713631,144022.333,12320,1526.579688,5771.783106,693356.2399,3642.596542,0
10/26/2012,154790.1578,128121.63,13154.77494,1272441.053,38829,151818.5981,128278.9328,33592.51477,426596.1359,32432.33587,327125.7,21700.55234,33961.4805,101006.0927,27122.37012,161654.0983,120033.8664,31753.84342,265315.0631,1451.662541,5951.275,14924.60544,888.9471074,3635.650265,5335.112085,3642.596542,4159.17897,25423.68,0,17333.06847,3318.348048,26629.43195,774.573564,24151.98465,7415.56918,2188.275669,130042.237,2098.08881,2670.86492,20269.8026,13700,115291.5307,14644.86386,27814.60317,7286.133731,234012.681,14415.26563,168265.6188,16724.49783,24358.56983,8803.183895,713.7993837,15457.55717,66949.41141,5544.076535,12550.06913,5306.656055,14262.82965,2977.254263,29137.05,135236.1914,12500.67424,3702.7703,1687.931073,24416.31936,2667.913034,250.84171,996.6382,2522.23068,243563.7133,776.7052853,0,79236,1229.261181,140036.869,12160,1526.579688,5993.641436,688387.2164,3621.0262,0
11/2/2012,153886.1609,124048.548,13624.13528,1259568.282,38499,149419.9771,133066.2998,35105.86479,422874.7806,32973.67088,329227.65,21469.45554,33499.65664,102201.8035,27772.63576,156956.4119,119219.6461,32692.05939,248668.7787,1451.662541,5951.275,14694.66448,861.12611,3635.903765,5208.733881,3621.0262,3607.96248,24763.3,0,17481.31572,3318.348048,27289.6658,812.05293,24151.98465,7227.69524,2236.194114,129141.9465,2327.129944,2704.250732,20366.16075,13200,111696.5269,14727.99774,29008.0784,6939.174982,234746.0541,14651.58146,170871.142,17081.94298,24060.30163,8784.453717,706.830631,15332.34232,65998.08763,5544.076535,12833.01614,5306.656055,14428.14255,2989.582438,28321.8743,131825.3783,12492.69169,3769.46076,1687.931073,24363.89294,2848.261467,250.84171,966.739054,2522.23068,252046.707,762.9582891,0,76428,1212.998537,142432.892,11840,1541.515125,6621.084524,686080.1698,3502.393404,0
11/9/2012,152516.6369,127915.398,13123.0614,1196437.746,41169,142835.5274,124579.5616,34344.37019,418294.651,34151.87061,317472.3,20747.98264,35551.72301,97733.62119,26535.03342,159882.3994,112999.9636,32512.92482,243811.6251,1451.662541,5904.25,14292.2678,861.7885147,3635.903765,5130.797714,3502.393404,3645.545423,24524.61759,0,16568.11266,3318.348048,27201.63462,824.546052,24145.63054,7225.885762,2262.815473,124146.773,2272.929544,2677.542082,19826.01475,12800,120054.3031,14718.02167,30566.22661,6662.486359,230012.4643,14651.58146,164752.8152,17108.17749,24040.41708,8690.802824,696.87527,15479.14594,66741.30933,5544.076535,12833.01614,5310.193899,14501.61495,2983.41835,28510.97331,128516.3806,12109.52926,3865.147072,1701.01581,24166.54182,2723.883237,250.84171,966.739054,2571.048048,248314.1898,714.8438024,0,77184,1196.184695,142029.601,11200,1540.644213,6569.086478,681288.6114,3502.393404,0
11/16/2012,152129.9478,135752.214,12774.2125,1169816.436,39615,146739.1655,122947.5016,34691.38039,437116.1211,34130.64179,314514,20539.43187,36174.74953,97041.36759,26157.45982,160271.6363,112706.4237,32318.86237,247929.4738,1466.784026,5825.875,14148.5547,887.622298,3747.777727,5104.818991,3502.393404,3031.690695,24554.45289,0,16627.41156,3318.348048,27289.6658,837.039174,24145.63054,7045.239512,2262.815473,121600.5859,2316.639565,2670.86492,19874.2245,12500,112268.9774,14295.70157,29405.90348,6504.378575,226545.6097,14651.58146,167637.5016,17052.42916,24040.41708,8765.723538,695.8797339,15565.50101,65968.35876,5583.119328,12837.5798,5310.193899,14409.77445,2958.762,27814.74514,124418.3142,11838.12254,3757.862419,1687.931073,24259.83507,2879.356025,250.84171,944.3146945,2595.456732,242070.7064,578.74854,0,78336,1199.387332,141507.695,11200,1540.644213,6510.155359,695308.3562,3467.340577,0
11/23/2012,155320.1331,138691.02,13465.5676,1192634.702,40488,146974.3244,128496.5584,35954.11193,453898.0023,34645.44077,326658.6,21165.08416,38026.40177,104215.6321,27395.06217,167747.6686,113862.2851,35662.70771,255755.7713,1455.442912,5747.5,14119.81208,887.622298,3803.714708,5312.648772,3467.340577,3369.937178,24763.3,0,16894.25661,3318.348048,27289.6658,837.039174,24145.63054,7117.501079,2289.436831,125045.2879,2316.639565,2690.896407,20169.38625,12500,114100.8187,14229.19447,30251.28176,6824.986027,231945.9024,14651.58146,172639.1756,17960.79894,23861.45616,8728.263181,695.8797339,15582.77202,65998.08763,5583.119328,12892.34374,5483.54459,14446.51065,2958.762,27831.93596,130527.2331,12173.38967,3737.565323,1923.456339,26689.04796,2885.574936,250.84171,994.1466045,2546.639364,249128.5571,663.2925667,0,83394,1226.609741,144188.394,11040,1540.644213,6374.96044,713232.3338,3448.46891,0
11/30/2012,151743.2586,138226.998,14334.5185,1162210.347,39891,143446.9406,125341.2513,35693.85429,453218.1394,35181.46857,327592.8,20584.52393,35782.63493,98614.67122,26975.53595,163949.2536,122301.9745,34752.10697,256821.0063,1587.755904,5956.5,14356.93869,887.622298,3803.714708,4987.914739,3448.46891,3169.494818,24047.25277,0,16917.97617,3318.348048,26840.70678,849.532296,24113.85997,7090.399797,1969.980529,129267.5963,2325.38144,2670.86492,20070.999,12500,120855.7337,14225.86912,32522.1999,6377.013971,239012.952,15079.31311,172429.8032,19111.83791,24060.30163,8971.755502,684.9288368,15561.18325,66889.95368,5583.119328,13052.07189,5490.620279,14464.87875,2971.090175,27419.35631,131723.563,13083.40043,3882.544583,2028.134235,27855.21368,3202.739423,250.84171,994.1466045,2603.59296,257747.2787,634.4238746,0,82566,1319.486197,145303.375,11000,1541.515125,5893.11188,719976.0085,3378.365979,0
12/7/2012,156125.7354,145754.466,14994.16006,1127222.34,41670,146927.2926,126755.6856,37775.91546,458478.132,36179.2233,355307.4,20900.16833,37773.7057,102170.3374,28318.01985,176565.897,126319.9858,36424.02964,255306.6237,1587.755904,6008.75,13868.31415,887.622298,4027.462632,4909.978571,3378.365979,2906.41422,25658.35903,0,18851.12031,3578.61064,27095.9972,924.491028,24113.85997,7225.885762,1969.980529,131899.1305,2307.897691,2670.86492,20267.7735,12500,134159.4816,14252.47196,32373.01549,6513.162341,240946.3901,14651.58146,183852.2308,19384.02092,24358.56983,8780.707681,686.919909,15539.59449,66889.95368,5583.119328,13576.89296,5483.54459,14409.77445,3045.059225,27264.63893,132258.0934,14344.64343,3818.753708,2158.981605,29286.90636,3140.550308,250.84171,949.2978855,2766.31752,267248.2316,615.8654298,0,85248,1294.665765,153179.411,11000,1541.515125,5823.781152,761325.3824,3459.25272,0
12/14/2012,153950.6091,147558.996,15723.5714,1153843.65,43521,150031.3903,127626.0558,39935.09001,450892.2923,36794.8592,352271.25,21914.7396,38897.76753,99023.73016,28097.76858,173076.1871,129695.8541,35856.77016,253251.6741,1587.755904,6008.75,13940.1707,927.36658,4111.368104,5312.648772,3459.25272,2856.30363,24733.46469,0,19046.80668,3806.340408,27289.6658,1104.391985,23827.92488,7225.885762,2129.70868,131740.2901,2342.865838,2697.573569,21645.195,13000,131984.17,14232.51983,32041.4946,6482.41916,253213.7215,14651.58146,189598.34,19121.67585,24457.99256,8990.48568,696.87527,16601.76182,70130.40032,5778.33329,14571.77117,6367.987266,14418.9585,3075.879663,27591.2645,137374.313,14604.07632,3781.059101,2289.828975,29678.0204,3152.988131,250.84171,946.80629,2880.224712,271591.5243,612.4286807,0,85806,1285.057856,154033.439,11200,1550.22425,5622.722041,747660.5678,3664.166884,0
12/21/2012,154337.2982,144259.284,15869.45366,1142434.517,43203,153276.5834,138071.1601,40089.31676,460947.1081,38540.92997,364727.25,21976.74118,40688.42416,101320.7535,28527.78296,176485.3652,131805.7717,42111.5523,256948.1986,1493.246624,6008.75,13875.49981,940.614674,4195.273575,5416.563662,3664.166884,3019.163048,25360.00602,0,19034.9469,4196.734296,28169.9776,1154.364473,23510.21921,7225.885762,2156.330039,132662.5124,2342.865838,2664.187758,22054.48596,13020,136220.3031,14229.19447,30599.3787,7097.282766,263347.604,15563.76056,189761.1852,19111.83791,24457.99256,8990.48568,705.8350949,17011.9484,70427.689,6090.67563,14740.62665,6544.875801,14409.77445,2995.746525,27462.33335,135592.545,14320.69578,4056.519695,2289.828975,30072.72264,3177.863777,250.84171,1168.55829,2929.04208,283671.3072,593.182886,0,88974,1291.463128,162810.949,11200,1550.22425,5615.788968,744998.591,3621.0262,0
12/28/2012,154756.2114,141320.478,16230.98798,1140913.299,43608,154123.1555,137744.854,39944.72918,467459.4799,38976.12086,364260.15,22162.74592,42496.50812,101666.8802,28034.83965,178418.1276,131493.8774,42529.53297,253684.9227,1587.755904,6243.875,13940.1707,993.60705,4307.147537,5442.542385,3621.0262,3695.656013,25330.17072,0,18696.94317,4196.734296,27729.8217,1224.325956,24463.33621,7225.885762,2156.330039,130099.7301,2328.878449,2824.439653,22038.744,13800,140433.5383,14255.79731,30350.73803,7114.850298,262480.8904,16069.47644,195228.1312,19347.94847,24358.56983,9140.327108,716.785992,17098.30346,70457.41787,6090.67563,14676.73538,7004.788201,14510.799,2996.979343,27685.814,137781.5742,13981.43738,4140.607666,2289.828975,30244.95634,3177.863777,250.84171,1168.55829,2929.04208,283060.5317,597.9943347,0,88974,1284.257196,161435.015,10840,1584.189838,5640.054723,751032.4052,3634.505962,0
1/4/2013,156222.4077,149157.294,17207.7649,1177422.525,46209,160425.4145,143837.7102,40966.48143,462950.9148,39559.91352,380063.7,22512.20936,43790.48627,105411.3429,28192.16198,178807.3644,138924.4659,43798.40285,254221.5149,1587.755904,6008.75,13861.1285,993.60705,4519.708065,5507.489191,3634.505962,3369.937178,25568.85313,0,19556.77722,4196.734296,29050.2894,1211.832834,25416.4532,7663.053672,2369.300907,131479.5074,2358.601731,2670.86492,23121.00375,13800,139677.9037,14295.70157,30798.29124,7044.580172,257680.6303,16069.47644,194972.2316,19715.23156,24358.56983,9552.391035,728.7324252,17638.02264,70754.70655,6090.67563,14786.26326,7075.541407,14409.77445,2995.746525,27892.10383,138748.8197,14863.50922,4358.076556,2291.137449,31931.41138,3221.396157,250.84171,1168.55829,2929.04208,280345.9737,589.746137,0,89658,1304.273674,167745.333,10840,1584.189838,5820.314616,739674.6372,3836.724174,0
1/11/2013,154530.6428,165191.832,18025.97415,1181986.178,45537,153229.5516,144817.0256,40542.35785,480376.8767,39814.65941,370098.9,24146.79642,43829.69773,104593.225,29975.14842,180699.8609,133145.1213,42380.25416,259110.4667,1587.755904,6034.875,13789.27195,993.60705,4363.084518,6027.063643,3836.724174,3858.51543,26135.72385,0,20481.84006,4196.734296,30282.72592,1209.33421,25416.4532,7316.211442,2481.110612,141301.5309,2358.601731,2650.833433,22432.293,13200,137571.2861,14299.02693,31693.39766,7422.282101,248280.1209,16069.47644,197856.918,20164.49748,24358.56983,9477.470321,711.8083115,17594.84511,72062.77676,6246.8468,14831.89988,7075.541407,14602.6395,2995.746525,28278.89726,137781.5742,15274.61057,4537.850838,2329.083186,32042.64565,3507.466086,250.84171,1188.491054,2977.859448,294800.9949,594.5575857,0,87606,1319.486197,166345.676,10240,1598.124438,6576.019551,744111.2654,3758.7814,0
1/18/2013,154650.7258,165598.28,18298.71056,1183507.396,45990,154781.6005,143076.1528,41853.28526,483454.1513,41327.21312,380920.05,24732.99315,44643.49239,108404.8664,29828.31424,183142.6578,156349.3725,44783.643,255986.3073,1587.755904,6008.75,13257.10294,993.60705,4782.611876,6156.957256,3758.7814,4184.234265,25926.87674,0,19906.64073,4199.987578,32148.98694,1179.350717,25416.4532,7397.499954,2129.70868,139490.2768,2342.865838,2737.636543,21645.195,11495.527,141578.4391,14797.8302,32715.69154,7663.835661,244679.9258,16069.47644,207976.584,19993.97319,24408.2812,10301.59818,778.5092302,17309.87338,77295.05758,6403.01797,14599.15314,7110.91985,14639.3757,3082.04375,28373.44676,138443.3738,15949.1361,4500.15623,2329.083186,32178.99733,3451.495883,250.84171,1121.217975,2082.874368,276477.7286,584.2473385,0,88470,1502.036472,168077.455,10240,1598.124438,6579.486087,733319.5957,3686.188716,0
1/25/2013,154521.8502,159217.24,18114.77205,1213171.141,45768,156898.0308,148189.8259,41535.19258,495405.4271,41746.4824,387148.05,24411.71225,44158.42534,108530.5168,30551.99697,187330.3097,153437.7162,44022.32107,252401.076,1587.755904,5956.5,13221.23415,993.60705,5006.3598,6169.946618,3686.188716,4334.566035,26583.25337,0,19117.96536,4199.987578,33892.0043,1174.353468,25257.60037,7460.729464,2129.70868,140132.7504,2342.865838,2804.408166,21940.35675,11495.527,141097.5808,14797.8302,32250.22438,7518.903525,243213.1796,16069.47644,208837.3372,20259.59757,24607.12667,11230.61503,760.5895804,17266.69585,78781.501,6403.01797,15151.35618,7783.099229,14382.2223,3100.536013,29018.10247,138545.1891,16072.86563,4497.256645,2329.083186,32085.70407,3513.684998,250.84171,1066.402874,2095.892333,288489.6476,613.1160305,0,89694,1471.611426,170307.417,9920,1597.253525,6413.09234,726408.1737,3750.71615,0
2/1/2013,155601.1833,153472.88,20240.74884,1231425.754,45729,155110.823,150801.2013,41853.28526,500772.7665,42176.36608,381153.6,23836.78853,45102.5737,112304.8544,30216.376,191947.4643,149667.2491,43858.11438,253581.579,1587.755904,6040.1,13049.06398,993.60705,5174.170743,6286.850869,3750.71615,4434.787215,26672.75927,0,19141.68492,4199.987578,34332.1602,1124.38098,22302.93768,7845.5094,2129.70868,143345.7139,2341.117333,3211.715066,20879.7422,11477.86874,141257.8669,14797.8302,32782.18684,7712.146372,234346.0324,16069.47644,204021.772,19925.10761,25054.52897,11425.40889,786.473519,17361.68642,85440.76749,6403.01797,15151.35618,8490.653369,14069.9646,3024.101328,29224.3923,138239.7431,17290.2046,4903.198573,2433.761082,32910.99058,3594.530847,250.84171,1245.79775,2310.688752,271727.2522,679.7889621,0,86598,1461.202858,174245.435,9920,1597.253525,7186.129957,741471.5294,3535.621084,0
2/8/2013,151106.6466,150163.08,19456.70352,1216213.577,45180,149184.8182,144992.5978,41159.26487,497838.6209,41831.39769,383878.35,23554.96317,45522.67641,113844.1378,29828.31424,187464.5293,138041.5795,45425.54188,251351.74,1587.755904,6008.75,12453.64215,993.60705,5090.265271,6221.904063,3535.621084,4046.430143,26762.26518,0,18032.79549,4199.987578,35203.66888,1124.38098,22239.39655,7794.925792,2129.70868,138079.2268,2341.117333,3071.494658,21644.21113,11477.86874,140662.5184,14804.48091,31618.51895,7558.430471,233345.9783,16069.47644,203789.136,19587.33834,26844.13818,11275.56746,780.5003024,17093.98571,86213.71807,6403.01797,15242.62941,9021.318975,14005.67625,3094.371925,29095.46116,137476.1283,17222.35292,5013.382811,2433.761082,32914.57878,3432.839148,250.84171,1357.919548,2538.503136,266908.9118,617.2401294,0,86706,1456.398903,168362.131,9920,1597.253525,7491.18516,731193.0043,3382.36775,0
2/15/2013,151412.7262,140844.72,20619.01632,1082251.07,46059,155016.7594,151761.7679,38980.81197,502526.0974,41629.72386,384968.25,23346.41241,43915.89181,120943.6894,30604.43775,190068.3897,137580.7515,47664.72403,233691.8925,1572.634419,6008.75,12862.5463,993.60705,5079.077875,5767.276417,3382.36775,3908.62602,26493.74747,0,17902.33791,4199.987578,34332.1602,1124.38098,22093.25194,7935.829969,2129.70868,140159.7264,2341.117333,3031.431684,22135.16351,11477.86874,140822.8046,14960.77259,31535.39982,7575.998003,238879.6114,16069.47644,202253.7384,19446.32787,26844.13818,11238.1071,770.5449414,16627.66834,86659.65109,6403.01797,14498.75259,8844.43044,14042.41245,3143.684625,29310.3464,136737.9672,17286.21332,5338.136353,2433.761082,32613.1698,3389.306768,250.84171,1121.217975,2538.503136,256186.4079,579.4358898,0,85014,1440.385721,167152.258,9920,1592.898963,9134.323414,742003.1772,3430.761967,0
2/22/2013,150832.786,146802.36,21182.97874,1057981.95,48222,157086.1579,144119.2036,39713.38905,519057.5027,42303.73903,386603.1,24282.07259,45527.00737,121666.2101,32681.09254,190591.8462,136344.8703,48202.12775,234542.4906,1572.634419,6008.75,13020.36896,993.60705,4922.454328,5572.435998,3430.761967,3795.877193,26734.53548,0,17878.61835,4199.987578,34332.1602,1124.38098,21603.98522,8091.189526,2286.42472,123510.4437,2307.897691,3111.557632,21153.25875,11477.86874,142402.7677,14960.77259,32216.97673,8217.212906,244013.223,16187.63436,209279.3456,19367.62435,26844.13818,11582.74238,799.4154883,17383.68,86986.66865,6481.103555,14982.5007,8844.43044,13987.30815,3144.917443,29206.8755,137272.4976,16930.98982,5625.195288,2433.761082,32832.05013,3420.401325,250.84171,1193.474245,2538.503136,249942.9245,512.7629583,0,85626,1516.61121,165467.925,10000,1592.898963,10052.95556,695927.0305,3210.292973,0
3/1/2013,154521.8502,158717.64,22173.35177,1010202.12,50085,162965.1309,153072.0584,37872.30718,500736.9842,41751.7896,396490.05,20533.47224,45080.91892,131247.4635,31999.36243,193007.7992,126730.1351,50724.93964,232030.4438,1572.634419,6202.075,12676.02862,1059.84752,4989.578705,6698.723352,3210.292973,3758.29425,26525.67192,0,18987.50778,4199.987578,32729.99272,1124.38098,22112.31428,8147.186235,2286.42472,123664.562,2351.607712,3104.88047,21054.8715,11477.86874,144005.6289,15263.37991,34427.94572,8217.212906,238412.9195,16069.47644,215746.4205,19957.90074,26844.13818,11421.66285,746.652075,17025.12,84240.68616,6481.103555,14631.09877,8494.191214,14005.67625,3181.901968,29224.05602,136559.7904,17781.13146,6002.141364,2355.54966,34591.24032,3333.336564,250.84171,1233.339773,2538.503136,259308.1495,543.6936997,0,78822,1491.228596,166701.521,9760,1523.67285,10725.46362,704610.612,3136.426611,0
