Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
7/5/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
7/12/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
7/19/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
7/26/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
8/2/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
8/9/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
8/16/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
8/23/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
8/30/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
9/6/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
9/13/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
9/20/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
9/27/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
10/4/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
10/11/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
10/18/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
10/25/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
11/1/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
11/8/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
11/15/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
11/22/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
11/29/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
12/6/2013,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02667507,0.0792
