0.73384054,0.086310752,0.051943994,0.06983933,0.042750853,0.041710056,0.203773334,0.105410869,0.051703619,0.083550749,-0.006673566,0.01725462,0.085928698,0.04073895,0.032428033,-0.009656718,0.064632757,0.051765357,0.036859814,0.09400591
0.086310752,0.08871944,0.054288587,0.05203172,0.042868142,0.050065881,0.047121261,0.06281328,0.052492735,0.042944331,0.008942196,0.055426515,0.077408344,0.018124719,0.032369791,0.024807176,0.045154032,0.020810379,0.035902313,0.070255494
0.051943994,0.054288587,0.121259838,0.067569328,0.043607469,0.101442593,0.029496639,0.095783339,0.092428014,0.048667006,0.022329849,0.126255038,0.095517877,0.014293705,0.045579091,0.076930934,0.065487024,0.036048832,0.046547823,0.097621328
0.06983933,0.05203172,0.067569328,0.127254466,0.047832631,0.064867098,0.048284563,0.082203161,0.066306288,0.038681263,0.007390598,0.070659447,0.071979487,0.019005663,0.03362334,0.028015019,0.067165743,0.019621234,0.040177069,0.07179832
0.042750853,0.042868142,0.043607469,0.047832631,0.131140201,0.05729275,-0.017511605,0.029745731,0.043897443,0.024523849,0.008103332,0.074609927,0.054537791,0.013972441,0.026391796,0.034672757,0.049981905,0.01966806,0.037798113,0.069869705
0.041710056,0.050065881,0.101442593,0.064867098,0.05729275,0.155639243,0.009308012,0.083054322,0.092512946,0.037057907,0.027112069,0.133426365,0.101776347,0.017104353,0.04942372,0.07594106,0.071141705,0.041731897,0.055375399,0.104396096
0.203773334,0.047121261,0.029496639,0.048284563,-0.017511605,0.009308012,0.233427272,0.073182271,0.042654784,0.037134315,-0.008336662,-0.001097826,0.048230818,0.006303301,0.021394176,-0.007029746,0.027793943,0.014236916,0.024758392,0.046340081
0.105410869,0.06281328,0.095783339,0.082203161,0.029745731,0.083054322,0.073182271,0.168894433,0.114561017,0.068106396,0.01627999,0.109019373,0.117587727,0.026171266,0.057632584,0.067505598,0.064519515,0.041679296,0.05367268,0.10623563
0.051703619,0.052492735,0.092428014,0.066306288,0.043897443,0.092512946,0.042654784,0.114561017,0.116562646,0.045411805,0.014603426,0.112385456,0.104072583,0.016038459,0.048312088,0.070029048,0.063995457,0.031492508,0.050388148,0.094698424
0.083550749,0.042944331,0.048667006,0.038681263,0.024523849,0.037057907,0.037134315,0.068106396,0.045411805,0.070301185,0.012965577,0.023369002,0.062817131,0.017386691,0.029816164,0.0260388,0.0366827,0.028234299,0.028879886,0.066827848
-0.006673566,0.008942196,0.022329849,0.007390598,0.008103332,0.027112069,-0.008336662,0.01627999,0.014603426,0.012965577,0.042609186,0.027073639,0.018024782,0.008088408,0.01618672,0.013143619,0.0116337,0.015604218,0.011791717,0.010876322
0.01725462,0.055426515,0.126255038,0.070659447,0.074609927,0.133426365,-0.001097826,0.109019373,0.112385456,0.023369002,0.027073639,0.348916749,0.095622338,0.006400737,0.054258015,0.139985952,0.053484008,0.03419288,0.065254937,0.081156571
0.085928698,0.077408344,0.095517877,0.071979487,0.054537791,0.101776347,0.048230818,0.117587727,0.104072583,0.062817131,0.018024782,0.095622338,0.180282362,0.024492749,0.052996789,0.056835604,0.076356997,0.032844836,0.054400273,0.125397737
0.04073895,0.018124719,0.014293705,0.019005663,0.013972441,0.017104353,0.006303301,0.026171266,0.016038459,0.017386691,0.008088408,0.006400737,0.024492749,0.026534666,0.012108605,0.012899044,0.018345289,0.01475619,0.013925536,0.033171517
0.032428033,0.032369791,0.045579091,0.03362334,0.026391796,0.04942372,0.021394176,0.057632584,0.048312088,0.029816164,0.01618672,0.054258015,0.052996789,0.012108605,0.044618009,0.042827995,0.036285222,0.020192557,0.035405655,0.049622318
-0.009656718,0.024807176,0.076930934,0.028015019,0.034672757,0.07594106,-0.007029746,0.067505598,0.070029048,0.0260388,0.013143619,0.139985952,0.056835604,0.012899044,0.042827995,0.149512479,0.049856746,0.028394095,0.045500916,0.060405492
0.064632757,0.045154032,0.065487024,0.067165743,0.049981905,0.071141705,0.027793943,0.064519515,0.063995457,0.0366827,0.0116337,0.053484008,0.076356997,0.018345289,0.036285222,0.049856746,0.104370627,0.024107111,0.049203469,0.074349308
0.051765357,0.020810379,0.036048832,0.019621234,0.01966806,0.041731897,0.014236916,0.041679296,0.031492508,0.028234299,0.015604218,0.03419288,0.032844836,0.01475619,0.020192557,0.028394095,0.024107111,0.041830045,0.024954538,0.047617271
0.036859814,0.035902313,0.046547823,0.040177069,0.037798113,0.055375399,0.024758392,0.05367268,0.050388148,0.028879886,0.011791717,0.065254937,0.054400273,0.013925536,0.035405655,0.045500916,0.049203469,0.024954538,0.069527519,0.058486563
0.09400591,0.070255494,0.097621328,0.07179832,0.069869705,0.104396096,0.046340081,0.10623563,0.094698424,0.066827848,0.010876322,0.081156571,0.125397737,0.033171517,0.049622318,0.060405492,0.074349308,0.047617271,0.058486563,0.194252481
