0.036390234,0.008804771,0.014457676,0.015935741,0.017265231,0.014211931,0.018736914,0.010094696,0.013024545,0.00639314
0.008804771,0.024991748,0.008635213,0.008334691,0.01895003,0.005490465,0.007880291,0.00898837,0.005462066,0.004706815
0.014457676,0.008635213,0.025088361,0.012747939,0.025894232,0.014938942,0.011999614,0.006688708,0.011600729,0.009130371
0.015935741,0.008334691,0.012747939,0.060316243,0.055987233,0.026231637,0.026088159,0.019825356,0.021162877,0.023153341
0.017265231,0.01895003,0.025894232,0.055987233,0.319719304,0.078949856,0.064215354,0.053394428,0.042902856,0.034171331
0.014211931,0.005490465,0.014938942,0.026231637,0.078949856,0.050804576,0.033565265,0.022226089,0.019091087,0.0194441
0.018736914,0.007880291,0.011999614,0.026088159,0.064215354,0.033565265,0.061624827,0.027957721,0.005923478,0.018335299
0.010094696,0.00898837,0.006688708,0.019825356,0.053394428,0.022226089,0.027957721,0.048363334,0.005241192,0.012779437
0.013024545,0.005462066,0.011600729,0.021162877,0.042902856,0.019091087,0.005923478,0.005241192,0.047943049,0.008276947
0.00639314,0.004706815,0.009130371,0.023153341,0.034171331,0.0194441,0.018335299,0.012779437,0.008276947,0.035258399
